,Time,Headcount,Low-Income,Medium-Income,High-Income,Male,Female,AgeRange1,AgeRange2,AgeRange3,AgeRange4,AgeRange5
0,2019/1/1 7:00,73259,0.275339334,0.37389477,0.350765896,0.519408429,0.46481107,0.008656807,0.239060043,0.425558067,0.231843834,0.079100749
